vid_id,uploader_name,interval_fromytcreated_toupload,category,video_length,no_of_views,ratings,no_of_ratings,no_of_comments
A46VRmcLtfU,go33tv,1134,News & Politics,61,1721,5,5,16
ZzDkTUtTGXU,jedreport,1134,News & Politics,36,10356,4.84,99,67
mTTk0phExys,Kolliedog2,1133,Travel & Events,43,391,4.14,7,2
oRupAFRG-is,deLaPinOy,1133,Travel & Events,7,592,1.62,8,2
ES9AggBpD1o,dethfalcin,1133,People & Blogs,203,46,0,0,0
e1-M4E-jRvU,davidisbetterthenyou,1132,Travel & Events,15,833,1.14,14,25
gGPYUbboOd0,dethfalcin,1131,People & Blogs,237,402,4,6,10
chJQD3oRc8g,lohanaddict,1130,Travel & Events,62,1192,1,8,5
0qIK1PVWG60,HappySlip,1122,Travel & Events,228,374118,4.73,3706,2993
aPS_TQYplus,scribble2k,1125,Travel & Events,170,3458,4.6,55,46
QAvuL8yFD9g,mea4,1123,Travel & Events,100,2986,4.27,11,14
#NAME?,NekisMerchandising,1133,Travel & Events,65,221,5,1,5
Do9XMt1Tdgs,NekisMerchandising,1136,Travel & Events,77,37,0,0,0
8tSWg7xZqN8,XoomMoneyTransfers,972,Comedy,207,101194,4.85,399,263
PrnM6fVHMxU,Kolliedog2,1123,Travel & Events,44,3529,3.8,15,26
n_aI20tuBgo,markyut,1089,Entertainment,234,482,5,1,9
IoEiOFnmOYg,LumenEdge,878,People & Blogs,184,908,5,3,3
_82nDGD5-Yc,ViolentServant,1111,People & Blogs,178,408,5,5,10
lBO7BRS59qA,Vern2765,684,News & Politics,249,68,5,1,3
EYAVd9mvQM0,LavonRoss,875,People & Blogs,599,518,4.5,8,8
R4ZQZxN7moc,sulla123,1075,Film & Animation,137,831,5,2,1
wvhHnFisM10,sulla123,1074,Film & Animation,276,1435,3,5,2
wENSzTWNrFI,gopotter,1132,Comedy,249,314,3,2,4
AHBr_8BNh1Q,anxtro,1135,People & Blogs,146,151,4,1,1
oyjotHiUx38,libra888,1132,People & Blogs,92,1129,1.33,24,16
VzZuKrS0hO8,NightRiderTV,1132,Nonprofits & Activism,554,565,4.33,6,5
MnXR5Baq0X8,dadeca50,425,Comedy,110,630163,4.74,1582,533
BPb0po2jzfg,uncledale,412,Comedy,112,1760933,4.75,2882,821
tg-TwaxTPSs,urchisweetie,545,Comedy,115,226272,4.73,781,276
ajrBImHfQEo,MarkDayComedy,779,Comedy,243,39794,4.63,791,266
PP8avO4rlMQ,MondoMedia,1126,Film & Animation,117,1700983,4.52,5221,2676
gsv2g8BdRCo,olitheboss,789,Howto & Style,235,511958,4.28,1224,1103
Nr_B8JaV0hw,lonneke8990,659,Music,411,29485,4.89,76,45
_XJfRzNOJNE,melinda923,420,Comedy,169,374794,4.89,1093,142
waL8K2SGR1M,NextGenWalkthroughs,957,Entertainment,131,684302,4.82,2187,1652
BuNLvd77hBc,cocogruby,692,Music,301,52718,4.87,90,40
e5QveX3-1O8,NinjaxCad,970,Entertainment,353,295502,3.94,1507,1520
gjbG5N4EfDc,ruitico34,838,Music,261,14752,5,43,23
UDtmFdfBgxU,darkneomon,425,Comedy,110,184944,4.74,642,219
OyDHyyB3TRs,uncledale,412,Comedy,113,592099,4.79,464,153
pA9jeOdL_to,GamingMazterResponds,1133,Entertainment,127,1241,3.92,38,39
a0fv5qKIvgA,TomoRiordan2,1132,Entertainment,312,232,0,0,0
ItOgS2O3j_g,Hoodtreker,982,Entertainment,344,15452,3.33,6,4
j8bUwZVcVwY,randomrpgguy,1130,Entertainment,22,285,1.67,6,1
h2tPjdulvpQ,bowener,1131,Entertainment,16,718,4.06,17,23
uqmO5CDMcN0,Hoodtreker,982,Film & Animation,597,16872,3,9,4
evB_Lc3kxv8,Hoodtreker,982,Film & Animation,370,10798,2.71,7,4
qYhodyTvQFc,RudeBoyStudioHaters,1126,Pets & Animals,148,2064,4.24,38,98
ITs8hC18Sw4,jmt937,1052,Film & Animation,152,449,4,6,6
Nv-R4ZZchhQ,enthdaneaf823,1133,Entertainment,29,128,0,0,0
ylPqlrBoyRY,aladdin82,940,Entertainment,54,4388073,4.35,7054,8219
0HSBZVFxF6o,aladdin82,939,Comedy,47,208288,4.24,438,493
4VxVIucv0tc,CakM93,963,Comedy,56,38949,4.37,65,96
DME2E6_ll30,popstarsunited,1100,Music,212,4182,3.62,8,4
niaeOlGRkFE,annastarrr,1109,Entertainment,59,373,5,1,3
zsHil7IAMWc,janetROMANIA,878,Music,580,137540,4.79,262,403
KfKk7kZt9dU,MTVworld2008,1003,Music,223,219937,4.83,230,230
u6hH0YJ3HSI,kurtnirvana,941,Music,54,4916,4.08,12,18
iR3-MGAMUao,fantastico79,944,Comedy,54,198795,4.27,343,421
8QOQKA2xye4,GrossArtist,1129,Autos & Vehicles,55,398,0,0,1
grCTXGW3sxQ,watchtheguild,892,Entertainment,238,1500365,4.65,4802,2693
SrCoUqWns6g,watchtheguild,934,Entertainment,268,596923,4.83,3520,2457
Qb7GNu3NN-E,watchtheguild,910,Entertainment,168,571353,4.8,2812,1110
OplPTPdDSKA,watchtheguild,989,Entertainment,306,415828,4.82,2870,1638
sgBJjrW-ihI,quirkyninja,901,Comedy,29,45063,3.55,109,103
LMaAxdwaJ6w,prozacsmile,916,Entertainment,15,38102,4.43,84,69
1H0l40gcVmE,LKGProductions,892,Comedy,37,27132,4.62,66,34
bIPApMfu0YE,IIIShizzyIII,993,Entertainment,9,16701,3.76,42,12
rb_hKZHg3JI,Irlyliekmudkipz,1126,Entertainment,42,154,0,0,0
VgpixljEMeQ,rachelblot,1077,Entertainment,21,718,0,0,0
nagJFXgDieQ,dopolireweque,930,People & Blogs,25,66644,2.11,44,42
j7niQjNwSeU,jorbaptista,1135,Entertainment,95,6,0,0,0
V_EKdfiVSP4,harryoverstreet,998,Entertainment,150,525,1,3,4
kWmMTPTPPu4,Netherlock,899,Entertainment,170,504633,4.55,648,977
G2NRNSMQtro,duncor,901,Entertainment,3638,35115,4.79,72,17
v7GRWlVJAck,slim1111111,936,Film & Animation,14,1978,0,0,0
j05noQ5EJ2I,puebloplug,1132,Entertainment,10,52,3,2,0
xwLgDSQNX0M,assuager,945,Entertainment,21,6627,2.05,19,11
2fCBh4-R-50,HelmerandRawlins,508,Entertainment,42,2307,4.5,2,5
0bC3ww5M3MI,designdomino,939,Entertainment,9,520,2,4,2
ZT3gDut3_tc,bonequinha01,1131,News & Politics,63,2678,4.21,33,34
bfWta4Yj0_E,jcjcd,1081,News & Politics,303,6204,0,0,0
gbJXaAM5TX0,GreenhouseEffectGE,1106,Music,218,214,0,0,0
UKsZVKWXbrI,sharkge7,1075,Music,243,936,5,2,0
#NAME?,GreenhouseEffectGE,1131,Music,227,177,0,0,0
QBE2RO5vj2Y,comingawakening,1114,News & Politics,574,2924,4.38,13,91
3V0SjoaPx9A,chrisbarrett,1125,News & Politics,334,1891,5,5,12
64ECOmUdUT8,kloris2,1117,News & Politics,291,4681,4.54,24,27
7CADssUQpiI,sharkge7,781,Music,337,638,2.6,5,0
as-l6HNWRZs,jfw2020,759,News & Politics,176,665,4,2,0
u0BBppvZnlg,davidisbetterthenyou,1131,News & Politics,14,1077,1.57,28,23
vyaoulHHqUY,aakozanoglu,1106,News & Politics,205,60851,4,232,599
ZwsWSWmpcx8,Kevbo4,1115,News & Politics,18,1097,5,13,6
Th3o99M6JRo,politicmovies,1055,News & Politics,126,2370,1.8,5,17
_gy-9RvWZjs,GreenhouseEffectGE,1119,Music,234,53,1,1,0
MfYOOs-lzuE,BarackObamadotcom,1104,News & Politics,229,46057,4.68,554,40
GOoiLY9xw9o,sharkge7,1131,Music,227,70,0,0,0
bySctQSPNfE,RevolutionOfCG,1087,Education,246,2762,3.69,29,58
hFCe9HSw2vc,nvpatentlawyer,1062,News & Politics,368,2908,5,40,17
rleUPHX8yfM,slatester,1078,News & Politics,96,57902,4.74,248,111
rQM1KU36Zfw,MaangoMaan,1135,Entertainment,163,213,5,5,1
L2Keznh9-Zw,eleveneggs,1134,Science & Technology,69,2886,4.55,49,24
R3u7aLF7JHs,BrownSugaWynnopsmb,1134,Film & Animation,78,1321,2.14,7,11
gHgktCXICPQ,AlbaAlbatross,1105,Entertainment,202,5115,3.03,59,88
#NAME?,wowhobbs,789,Science & Technology,599,130952,4.82,646,695
2RIx7vDEGus,wowhobbs,782,Science & Technology,262,237597,4.75,605,349
AbxXiSXFUe4,arud45,1096,Entertainment,485,640,3.83,6,19
EBBli9fgjUc,arud45,1094,Entertainment,414,987,2.86,7,12
0RMVDzOE6WI,Blarfterboy,835,Entertainment,466,42257,3.75,68,158
2TMgyJbh-Es,BerserkFrenzy119,852,Entertainment,147,16426,3.47,43,73
KX0F4CSfbg0,Blarfterboy,809,Entertainment,200,33065,2.91,96,120
roDEEYA2XEU,PannaLogic,865,Entertainment,62,12583,1.94,18,44
lcvHOzYBKjI,PannaLogic,858,Entertainment,10,5022,2.07,28,22
7OVTRKqK-1o,PannaLogic,861,Entertainment,21,11786,1.96,24,24
#NAME?,WHATTHEBUCKSHOW,805,Entertainment,264,25198,4.81,1554,499
M934MHTI58Q,peron75,1039,Entertainment,299,31038,4.86,1707,955
S-2SAlOn0A0,WHATTHEBUCKSHOW,1047,Entertainment,269,174625,4.75,4803,3074
Z-LigSrrpts,peron75,960,People & Blogs,422,25622,4.82,1872,811
eZ6LhidwJQA,acousticnathalie,990,Entertainment,133,2148,4.75,52,17
JbMLT2R9lfI,BeeVeeStudios,1059,People & Blogs,149,265,5,4,15
UGVeGKZbkQI,peron75,976,Entertainment,394,24332,4.88,1174,577
2WwDCBUHUJQ,spiderdj82,1084,People & Blogs,59,89,5,5,3
cVhKinTKg8s,peron75,1088,Entertainment,392,115240,4.81,3316,2749
Gfal82Czx8c,peron75,1071,Entertainment,442,22114,4.87,1248,688
1wf7sCYA7Lc,peron75,967,Entertainment,357,41308,4.86,2363,1332
aCKuVcclyv4,richville14,805,Comedy,82,2153,4.57,35,20
zrPVzGpScM4,GoldenFrog,806,Entertainment,139,12354,4.85,94,37
ViRVHmCacvo,peron75,1085,Entertainment,425,20138,4.84,1153,602
xmJoRnBE1OM,sharonafox1,930,Entertainment,579,5174,4.77,26,20
WMdn1Gp94j0,peron75,1008,Entertainment,107,18569,4.84,1209,460
iHpfFAMy0VI,WHATTHEBUCKSHOW,1112,Entertainment,290,392427,4.38,14529,6596
ohFjkEEI8v0,stabdollface,1088,Entertainment,136,791,4.93,14,15
p3u-lbLURT0,acousticnathalie,930,People & Blogs,145,1029,4.6,20,27
2VQtXEKKAwM,peron75,1122,Entertainment,226,100788,4.7,1317,2960
F2BLy8KyWgQ,ThaATXBalla,1055,People & Blogs,338,260,5,1,3
2r_2AJ1u46k,bossiejohn,967,Music,311,207,5,1,1
SpBq3fNxg9I,PetrucciFever,796,Music,262,16576,4.89,314,351
WzJS-2QZVzU,bossiejohn,1066,Music,539,173,5,1,3
I9TawEnKFpU,bossiejohn,957,Music,286,458,5,6,2
ctaqi25wFts,POCKY2001,913,Music,220,9257,4.86,28,6
W2npknPstE4,pablo9000,1041,Music,278,1144,4.33,18,14
mABTVsKHwVM,DMKego,697,Music,246,3936,5,13,9
e6KyyNKwHdA,francotenelli,874,Music,583,2779,5,9,4
YhlePZ0H-JE,lordbadass666,1095,Music,270,103,4.75,4,4
K7EOU148B-Y,capitalchaos,809,Music,281,29940,4.44,62,81
rVq_zesQVqk,admstyles,517,Entertainment,162,10753,4.38,29,103
ZG5AIKCsDh0,floridamusiccompany,925,Music,365,22688,4.56,9,10
mjgrx-m0Z6c,planetmusicsamos,1024,Music,498,11358,4.65,17,15
X2PH8Zg2tII,Magnoodles,764,Music,83,196,0,0,0
F1eVX4rGCRU,TheGameOvais,1123,Film & Animation,450,1890,4.85,26,26
XHCQYUvWgTw,gitarr66,659,Music,571,2257,4.64,11,11
hpez2qiTjH8,jamesmorgandavies,988,Music,254,56,5,2,2
yCkYsC20rys,1mcsource,859,Music,600,2216,4.43,7,3
XBK43wy_ErM,ThaATXBalla,1054,People & Blogs,146,130,5,1,3
_SwwPoDW0dc,companx7400,0, UNA ,13,120030,3.45,93,90
YhVhcNTT5GQ,Doki66,1093,Film & Animation,49,69234,4.6,792,647
-2kiDt7BwvQ,Doki66,1093,Film & Animation,78,46965,4.77,223,168
FRUoKRXc4NM,crustybass,644,Music,298,42148,4.83,151,83
U3No7ogm6mg,Katers17,1115,Comedy,162,30468,4.44,694,724
hY10qiOod4Y,deedlebag,886,Music,164,241087,4.89,1096,1302
6R1wmClXIJw,crabapplestudio,881,Film & Animation,357,4617,4.58,31,18
CyoGq79AYRA,thehilldotcom,1127,News & Politics,535,59318,2.09,237,453
qDM2br8uYyw,hotforwords,1115,Entertainment,201,136993,4.67,1401,428
Hb772GZNrDc,detroitartistdotorg,1128,Film & Animation,4,925,1,3,3
eocBZPHAhfM,Doki66,938,Music,161,149442,4.57,371,466
87ZTAJmjYUU,creamofcardstv,1125,Pets & Animals,82,72041,3.68,250,123
IuyVxVWLhgk,StephenORegan,1126,Entertainment,882,50863,3.91,70,101
0h48saYAO_k,bagwhanbill,1103,Music,227,1274,4.5,8,2
YtXFudBlCCc,Doki66,564,Film & Animation,298,51872,4.79,289,202
ONqgaVU_XPk,VancouverFilmSchool,1087,Film & Animation,140,1303056,4.43,3172,1709
vukcu920V9M,jetsetshow,1122,Entertainment,410,94981,4.25,170,104
eTzIVVmNXeg,13thDimension,1125,People & Blogs,216,21348,3.8,20,18
QSiF3UN1SFg,bunsandchouchou,1105,Entertainment,261,22234,4.51,74,39
mxu3MluKl8A,WWF,1036,Nonprofits & Activism,180,77313,4.78,235,345
UcHz6Jv4l-g,wwfaustralia,1031,Nonprofits & Activism,184,80967,4.6,193,149
mS7eBwEHQS0,tvbodaga,775,News & Politics,202,12623,4.45,20,57
Ap1Kpc90fiw,crazykyle06,1112,Education,81,8987,4.16,25,51
6GKb5a673b8,wwfcanada,1115,Nonprofits & Activism,31,9981,4.52,25,66
z9xwO5NCXaA,jimjamconigrave,788,News & Politics,127,3170,4.5,8,5
priUvsQKSjQ,wwfaustralia,1037,Nonprofits & Activism,319,3415,4.5,12,18
C9GRh_9sQBw,cityofsydney,908,News & Politics,313,20608,4.7,43,54
PQF6cBqSBS8,lmadjus,1109,Education,164,110196,4.41,532,1289
NnYrtsDA6Qk,LeoBurnettSydney,1122,Nonprofits & Activism,112,5699,5,17,21
77O0jkIwaa4,geetsey,775,News & Politics,172,2623,4.91,11,7
t9Ed2mGk8wI,illymanilli,774,News & Politics,122,1676,0,0,9
xiy6bFxuSJI,tachyonpong,776,Travel & Events,150,1759,4.14,7,3
HE3WPIKYkuc,wwfaustralia,744,Travel & Events,31,26241,4.53,34,51
qj2FgJ3XTlw,earthhour,869,Travel & Events,29,1187,5,3,4
Eh0ricf5n6Q,Earthhour2008,1094,Nonprofits & Activism,68,1692,5,3,3
NvLZMguNmiQ,GetAMPEDmag,1071,Education,58,1166,5,2,1
NtG0y78wJ74,ShalmorYR,856,People & Blogs,309,838,5,1,2
ZRMYeOVn8ew,ldbi,1121,Nonprofits & Activism,90,1623,5,3,6
KItansAKNRA,d65fitzer,1118,Nonprofits & Activism,49,1436,4.75,4,8
4GUGVGzIQx0,Smoothio,1111,Music,424,9710,4.7,20,9
8WFqg4ULAks,jtsodergren,1094,Music,598,5024,4.25,12,16
OnULc0byvZ8,jtsodergren,795,Music,99,9564,4.48,21,58
gI2E3wk7y0U,mattylou55,959,Music,226,4918,4.19,21,10
1iInKDlV74I,jtsodergren,795,Music,197,3550,5,2,5
h8mXQe2RIQQ,jtsodergren,856,Music,126,1839,4.43,7,6
qHWH_sKslEE,joekostelnik,795,Music,150,983,5,1,0
zufaHASxuAw,hiphopwest,1122,Music,268,693,5,3,1
RknEoXFv_1g,m9001,436,Entertainment,122,14037,4.57,14,14
ESsrmy78whQ,ashkeezy,529,Music,250,1449,4.96,90,3
ckmxFJyASE0,PhorbieOwns,1109,Music,232,1996,4.64,11,10
ZpJVNVe6WYc,skyfutebolportugues,1115,Sports,101,38005,4.19,21,53
wrEJjLFgbSU,tvguide,1127,Entertainment,200,13600,4.75,8,10
87a8Wvd4-8s,Dymez513,1071,Music,248,181861,4.88,1080,852
vuLwhyPRmUc,HOGGISHMUZIC,1117,Music,221,1508,3,5,5
smGcj6vohLs,mediacreatures,1103,Music,228,1528,5,3,4
gbe1aswKhhY,Element9HipHop,1127,Comedy,132,17599,2.6,40,70
RbAdnPPIsGM,freitagfilms,833,Music,279,310,5,3,1
4Dm6wwF-_MA,Pruane2Forever,1119,Entertainment,192,516513,1.83,10569,15075
yL_-1d9OSdk,yorambauman,737,Comedy,245,327124,4.47,872,313
mmpZvCZDW_8,expertvillage,1101,Howto & Style,77,22739,2.95,64,58
0UUmOOHtKrk,expertvillage,1101,Howto & Style,88,18491,3.16,32,33
FVU8S5HQY_8,lleski,777,Film & Animation,70,48986,4.62,93,48
BbV_iRpBZ3Q,MooseMouseMedia,670,Film & Animation,28,375701,4.47,565,191
m2OC5Z1Fii8,texasgirly1979,799,Pets & Animals,26,4372739,4.6,8213,12034
koPsqp8Nrtg,bravelord,425,Comedy,50,133042,4.23,163,107
k_GqrLosqKw,thesitedoc,782,People & Blogs,11,2572,2,7,0
w8xW5IUvhpM,setloose,770,Film & Animation,465,9748,4.3,23,22
bXd1jez4l2M,expertvillage,1101,Howto & Style,104,1337,1.5,6,4
OeLw-jWx3-0,rosscarlson,631,Comedy,390,64557,4.77,105,52
9Wp_pCJSAqY,flynnje,781,Music,223,18511,4.91,32,15
MNx2xwWIfCA,TheDailyBuzz,780,Comedy,74,166640,3.6,444,188
0FUOMptXgA8,expertvillage,997,Howto & Style,82,1615,2.67,3,4
FOKWw_RnDKM,takeforever,831,Film & Animation,65,45111,4.89,481,113
pO5ElMD2Prw,crpgchamp,978,Entertainment,150,332444,3.8,92,845
uHioxHDYvKM,justinrudd,747,Pets & Animals,138,30370,4.38,13,6
aLajTS9-C2s,goldiegoo,481,Entertainment,294,217192,4.63,654,1045
JNGOG3A7P3E,PolyvinylRecords,1000,Music,287,35558,4.51,49,36
IEUhb1w-yEw,PolyvinylRecords,1000,Music,313,7188,4.67,12,21
EeJdw6U5tcU,seanlennonofficial,598,Music,202,108945,4.67,324,406
OAWgPn_OPY0,Rodehihi,705,Music,276,2264,4.8,5,4
1Oo93mav_tg,fraulobsto,663,Music,182,3142,4.53,15,5
_XC2mqcMMGQ,beggars,1056,Music,140,1760328,4.48,5942,4830
srxS5AmYPMo,BlankTV,1103,Music,223,2149,4.71,14,12
Z3ClCwcCvdQ,akhenatoon,361,Music,300,769842,4.89,2790,1220
boc7rnhkLAk,bezo1981,635,Music,165,1797772,4.87,4607,3203
RGbueOMOEZ8,PolyvinylRecords,0, UNA ,492,9402,4.72,18,9
PH2Nn5ynhtM,BlankTV,1072,Music,183,11815,4,22,13
j8xI83Dx7LU,GuchiJnr,900,Music,237,205981,4.8,130,48
WWWl8LfAMlY,jfar23,726,Music,269,20862,4.96,132,39
GdDxz2bkfhE,sonybmg,738,Music,198,3105123,4.7,8673,8421
Eyu3GGKHfJM,wichitarecordings,545,Music,242,230947,4.87,425,353
XZCZRTcY3uA,radrecycler,641,Music,268,76407,4.81,182,82
wFBuFGG_04o,sonybmg,734,Music,189,1230391,4.91,3678,1551
#NAME?,HIPVideo,800,Music,163,1327,4.91,11,6
pqaUZkf52fs,freddyfan27,627,Music,191,783616,4.85,2355,921
2x2W12A8Qow,TayZonday,1016,Music,172,3499428,4.27,16653,21323
Uzs-Lm0AvRU,blogestalo,859,People & Blogs,60,6277,4,4,5
mHWup7ifW2M,UNICEFUSA,1108,Nonprofits & Activism,97,10270,4.37,19,10
lZIhcMWohxA,ShalmorYR,856,Film & Animation,47,934,2.6,5,3
BXMcExlbZA0,ShalmorYR,856,Film & Animation,340,1773,2.33,3,2
PNenAd0ookY,unicef,807,News & Politics,93,1554,3,3,6
DwDy-mEJ3mU,UNICEFUSA,703,News & Politics,208,19134,4.94,50,22
vKmnXh8zafo,0merone,868,People & Blogs,301,1019,0,0,0
7mY6HWTWcBY,fordmodels,1112,People & Blogs,93,38964,4.58,48,29
GsJMhGMvGD8,UNICEFUSA,1024,Nonprofits & Activism,65,440,5,3,0
7MAYrF1PDks,francescomas,358,Entertainment,27,235885,4.58,300,467
n6HrEOsbVFU,ApollosPlace,961,People & Blogs,264,24824,4.64,42,30
emYZclXFzVY,mrblue37,790,Entertainment,120,20760,3.94,67,150
WsxAtTeEyag,leitjaxon,1111,Nonprofits & Activism,182,579,5,1,5
dAn9HL0tQT0,unicef,765,News & Politics,94,889,5,5,1
#NAME?,P00KYL0VE,1111,Travel & Events,166,128,0,0,0
LQwLexli8oI,enricoantonacci,1030,Education,300,308,5,1,1
DiaZC7HRsx0,ECF234,1121,Nonprofits & Activism,31,2255,4.8,5,2
cvTRH1uUG_0,Lara007,411,Entertainment,70,21924,4.82,55,20
WdY1Mow8YJA,UNICEFUSA,716,News & Politics,60,6027,5,12,4
hjHaRZYXK-g,UNICEFUSA,1108,Nonprofits & Activism,60,838,4.2,10,5
X1K9QW51gYI,ReelNASA,1100,Autos & Vehicles,167,26240,4.89,45,41
ybD6Vsytw_o,akivids,1087,Science & Technology,278,7312,3.77,13,11
evc3AVDFjno,tvspace,1100,Science & Technology,597,6059,4.71,14,6
HL8QAJz-GX4,jackbuster,1087,News & Politics,399,4716,4.43,14,6
lehfkYci1cM,squishydemon,1090,Science & Technology,47,6904,4.89,9,4
54rYZAjI9eQ,ReelNASA,1092,Music,107,5035,3.73,11,4
m8RQN7mBQh8,kilian2,1088,Science & Technology,562,1937,5,1,2
t03P5WfWj34,ReelNASA,1091,Autos & Vehicles,235,4063,4.58,12,1
FxFOm8BC4GE,ReelNASA,914,Travel & Events,147,800295,4.62,1576,1852
8o72MzrgFiU,ReelNASA,1087,Autos & Vehicles,599,17824,5,40,41
5YsZ9__9KlA,ReelNASA,1122,Music,88,1835,4.85,13,2
S_wcJZUO6y0,mrhailey,958,Film & Animation,9,1267,5,3,0
4RSnOiMVfHk,ReelNASA,1090,Autos & Vehicles,570,26136,4.91,35,29
4pcaFcc9KKo,bcirce,1091,Travel & Events,436,567,5,2,0
waKIrtihdq0,spacearium,1107,Science & Technology,166,1672,3.5,2,2
c6xjsaCmmd0,squishydemon,1090,Science & Technology,653,1255,4.25,4,0
sfJFBcF_6cE,rajuv,825,Howto & Style,313,49066,4.67,24,18
kw5-n5Js6DM,tvspace,554,Howto & Style,310,133708,4.65,224,172
IXTVju0bSdE,ReelNASA,1122,Music,99,3867,4.57,14,3
ge_uzCSbPg0,ReelNASA,1093,People & Blogs,89,3960,5,5,2
HRuj1PkhdCg,jacobgolden,1081,Music,217,9880,4.89,61,63
U7Rk2QBjF_c,jacobgolden,1055,Music,195,3625,4.74,19,17
muUiLVraGGs,jacobgolden,1055,Music,128,3583,4.59,17,17
qnevxJSc64M,jacobgolden,568,Music,273,5663,4.83,29,27
xSVKUu4j4Ns,cinnamoncandytube,1077,Music,105,1179,4.9,10,10
_5pYB4ugNa4,notcricket,1024,Music,207,5908,4.67,15,15
5deOrTNQwwU,BadgerVsMonkey,1102,Music,266,3375,4.79,33,22
_gdrsVvE4q4,mnoomoo,941,Music,253,980,5,6,5
6QKDFyDjs30,jacobgolden,1040,Music,197,1077,5,4,8
lra15GfDeBA,jacobgolden,1040,Music,228,894,4.33,6,1
EaIm_hmEGWE,indiequeen92,1082,Music,210,350,0,0,0
C2eImII-pjI,jess182,664,Music,124,1731,3.56,9,11
pitn0PDoT8Y,1989sunrise1989,903,People & Blogs,191,40121,4.59,29,39
D2sfelvHAlU,adolfo0116,500,Music,481,3108851,4.91,9285,6513
eBOdjkdgGeI,Araknerman,1015,Music,223,955,4.4,10,4
IRM-Xje28eU,rainydog,876,People & Blogs,146,1005,4,8,0
_mgNnKqKqW0,Cakebutt1,861,Music,195,4112,4.75,4,4
kWMmbP_7IRA,artisttheone,821,Entertainment,255,36404,4.74,112,83
4C_oHwLcivY,daughtry,987,Music,223,2584278,4.9,8808,6043
I2M79Ga7xuI,sullenity,853,Music,168,39776,4.88,76,37
TA9BSkQgrGs,VancouverFilmSchool,1114,Entertainment,607,51216,4.18,196,92
lYsZRnNdBns,VancouverFilmSchool,1092,Film & Animation,105,176081,3.95,205,115
QfxraKQR4pA,matrix220,432,Film & Animation,95,3879,5,5,3
RqBWgTXbHsk,matrix220,625,Film & Animation,130,3480,4.53,17,9
STrX0yRl9Is,VancouverFilmSchool,1106,Entertainment,618,49071,4.01,115,81
fsVui1q_vdY,VancouverFilmSchool,1101,Entertainment,342,36557,4.12,103,88
AZse9M-Vhmg,zulker911,904,People & Blogs,219,70795,3.85,47,45
u30z4a_j2d0,VancouverFilmSchool,1106,Film & Animation,184,145524,3.77,348,201
xIhPdbLD26o,VancouverFilmSchool,1022,Entertainment,81,117003,4.02,171,136
sq7XbKd321I,VancouverFilmSchool,1031,Film & Animation,215,78729,4.71,569,336
mYIarTjO1fM,VancouverFilmSchool,1087,Film & Animation,120,59019,4.69,265,125
_tF-DJoBxDQ,VancouverFilmSchool,1099,Film & Animation,103,123057,4.25,313,133
xaLtb5cB0Pg,VancouverFilmSchool,1113,Film & Animation,193,36057,4.44,95,26
SUY_q7T-IrE,VancouverFilmSchool,1120,Film & Animation,176,19204,4.18,92,48
QFTkb-PSuP4,GroundZeroPoint,1105,Film & Animation,165,409,3.8,5,3
SXAR_TcOEqA,VancouverFilmSchool,1106,Film & Animation,152,52879,4.23,166,132
rDikHLHihj8,VancouverFilmSchool,1122,Film & Animation,139,54356,4.58,375,168
uN6-wo-yC0A,VancouverFilmSchool,1115,Film & Animation,130,42226,4.49,260,100
PpPabjtVxcg,yoshidakoken,300,Music,287,395167,4.8,556,385
jcC5-phJBsc,spally87,719,Music,202,358691,4.66,384,250
mTkp9UqVVHs,runawaybox,1119,Entertainment,280,107412,4.69,832,510
i19IEAwLmQQ,Remixlover,668,Music,265,553999,4.67,489,208
MKovL4iKiAY,FrankieThaLuckyDog,1110,Music,571,63188,4.46,70,65
nUDksaQp3IA,kinxero,952,Entertainment,559,101016,5,4,81
ngRq82c8Baw,runawaybox,937,Comedy,101,2474409,4.65,7909,7233
SiHPEPrC1gQ,runawaybox,1127,Entertainment,140,45246,4.72,330,157
udwUnwHJYck,Manintheboxshow,876,Comedy,88,1768978,3.86,6195,3295
08hU_p48YBI,FrankieThaLuckyDog,1077,Music,536,148918,4.52,152,111
XNSJeX9BdsI,kucka17,963,Music,162,160898,4.48,25,11
SG8WMwda968,runawaybox,1094,Entertainment,149,21531,4.25,291,161
1F2uD5BjfEw,azyprincess,698,Music,330,137285,4.32,93,75
eRxrNwRRUvE,SallyJ2007,1122,News & Politics,193,18374,4.82,17,10
qrlyWD6q8zc,runawaybox,1129,Entertainment,40,66480,4.34,312,158
6seMSc9em-M,runawaybox,1126,Entertainment,139,46742,4.72,387,155
1I-0a64Hu_8,Manintheboxshow,1092,Entertainment,159,49119,4.74,209,97
2PFJCmDMaKo,runawaybox,1122,Entertainment,80,23259,4.74,72,30
NojLmuup_eM,corazonazultw,930,Music,598,73944,4.83,138,65
efnn0hwMc6k,runawaybox,1122,Entertainment,39,32239,4.17,107,61
U8cmRdpcePc,secretcityrecords,1121,Music,193,5282,4.77,26,19
TVElOObQLZI,janerpants,867,Music,64,4785,4.86,7,5
DNQ97P0rQk8,beachhouseband,1106,Music,272,16872,4.88,33,22
lYDUk0ESwt4,ninofficial,1121,Music,136,677750,4.64,1822,1619
JT5AQIlmM0I,r8dkid,859,Entertainment,174,1525527,4.88,2653,1020
YA2h9PrIUxs,secretcityrecords,729,Music,187,683395,4.64,2032,1162
